id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
152670175,https://inaturalist-open-data.s3.amazonaws.com/photos/263579844/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152705424,https://inaturalist-open-data.s3.amazonaws.com/photos/263649700/medium.jpeg,Rock Partridge,Alectoris graeca,Европейский кеклик,Aves,863
152717328,https://static.inaturalist.org/photos/263666394/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
152720466,https://inaturalist-open-data.s3.amazonaws.com/photos/263675671/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152727711,https://static.inaturalist.org/photos/263687819/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
152727960,https://inaturalist-open-data.s3.amazonaws.com/photos/263688200/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152730500,https://inaturalist-open-data.s3.amazonaws.com/photos/263692881/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152736459,https://static.inaturalist.org/photos/263703234/medium.jpeg,vuoripyy,Alectoris chukar,Азиатский кеклик,Aves,846
152759083,https://inaturalist-open-data.s3.amazonaws.com/photos/263745350/medium.jpeg,Felsenhuhn,Alectoris barbara,Берберийская каменная куропатка,Aves,871
152762000,https://inaturalist-open-data.s3.amazonaws.com/photos/263748312/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
152767188,https://static.inaturalist.org/photos/263759682/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
152767684,https://inaturalist-open-data.s3.amazonaws.com/photos/263759500/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152775867,https://static.inaturalist.org/photos/263775464/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152813979,https://inaturalist-open-data.s3.amazonaws.com/photos/263848858/medium.jpeg,Coturnice,Alectoris graeca,Европейский кеклик,Aves,863
152818689,https://static.inaturalist.org/photos/263857783/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152819715,https://inaturalist-open-data.s3.amazonaws.com/photos/263859022/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
152827235,https://inaturalist-open-data.s3.amazonaws.com/photos/263869645/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
152827237,https://inaturalist-open-data.s3.amazonaws.com/photos/263869696/medium.jpeg,Берберийская каменная куропатка,Alectoris barbara,Берберийская каменная куропатка,Aves,871
152838580,https://inaturalist-open-data.s3.amazonaws.com/photos/263893444/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152853260,https://inaturalist-open-data.s3.amazonaws.com/photos/263919724/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152860420,https://inaturalist-open-data.s3.amazonaws.com/photos/263931228/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152921946,https://inaturalist-open-data.s3.amazonaws.com/photos/264050446/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
152938776,https://inaturalist-open-data.s3.amazonaws.com/photos/264081155/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
152945175,https://inaturalist-open-data.s3.amazonaws.com/photos/264092607/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152955498,https://inaturalist-open-data.s3.amazonaws.com/photos/264111232/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
152960559,https://inaturalist-open-data.s3.amazonaws.com/photos/264120369/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
152964777,https://inaturalist-open-data.s3.amazonaws.com/photos/264128353/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153008489,https://inaturalist-open-data.s3.amazonaws.com/photos/264213438/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153024772,https://inaturalist-open-data.s3.amazonaws.com/photos/264244142/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153025808,https://inaturalist-open-data.s3.amazonaws.com/photos/264246273/medium.jpeg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
153035825,https://inaturalist-open-data.s3.amazonaws.com/photos/264264985/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153045892,https://inaturalist-open-data.s3.amazonaws.com/photos/264282865/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
153059947,https://static.inaturalist.org/photos/264308914/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
153067271,https://static.inaturalist.org/photos/264322091/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153096755,https://inaturalist-open-data.s3.amazonaws.com/photos/264377179/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153100491,https://inaturalist-open-data.s3.amazonaws.com/photos/264383288/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153121756,https://static.inaturalist.org/photos/264424244/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153134182,https://inaturalist-open-data.s3.amazonaws.com/photos/264448038/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153141418,https://inaturalist-open-data.s3.amazonaws.com/photos/264463215/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153142675,https://inaturalist-open-data.s3.amazonaws.com/photos/264451880/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153151078,https://inaturalist-open-data.s3.amazonaws.com/photos/264481479/medium.jpeg,Coturnice,Alectoris graeca,Европейский кеклик,Aves,863
153154695,https://inaturalist-open-data.s3.amazonaws.com/photos/264488553/medium.jpeg,Coturnice,Alectoris graeca,Европейский кеклик,Aves,863
153155587,https://inaturalist-open-data.s3.amazonaws.com/photos/264489997/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153188451,https://static.inaturalist.org/photos/264550205/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153196620,https://inaturalist-open-data.s3.amazonaws.com/photos/264559640/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
153198237,https://inaturalist-open-data.s3.amazonaws.com/photos/264568256/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153205408,https://inaturalist-open-data.s3.amazonaws.com/photos/264579043/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153220637,https://static.inaturalist.org/photos/264607579/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
153303544,https://static.inaturalist.org/photos/264768978/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153310279,https://inaturalist-open-data.s3.amazonaws.com/photos/264777320/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153317280,https://inaturalist-open-data.s3.amazonaws.com/photos/264789289/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
153322441,https://inaturalist-open-data.s3.amazonaws.com/photos/264799933/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153421416,https://inaturalist-open-data.s3.amazonaws.com/photos/264982030/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153428948,https://inaturalist-open-data.s3.amazonaws.com/photos/264994525/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153441693,https://inaturalist-open-data.s3.amazonaws.com/photos/265019047/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153453116,https://inaturalist-open-data.s3.amazonaws.com/photos/265035209/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153456839,https://inaturalist-open-data.s3.amazonaws.com/photos/265044022/medium.jpeg,Perdiz Moruna,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153465308,https://inaturalist-open-data.s3.amazonaws.com/photos/265060510/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153468584,https://static.inaturalist.org/photos/265067517/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153509295,https://inaturalist-open-data.s3.amazonaws.com/photos/265141076/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153544438,https://inaturalist-open-data.s3.amazonaws.com/photos/265211323/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153569239,https://inaturalist-open-data.s3.amazonaws.com/photos/265255156/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153571850,https://static.inaturalist.org/photos/265259853/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153580657,https://inaturalist-open-data.s3.amazonaws.com/photos/265276675/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
153595178,https://inaturalist-open-data.s3.amazonaws.com/photos/265300883/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153608752,https://static.inaturalist.org/photos/265326715/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153608822,https://inaturalist-open-data.s3.amazonaws.com/photos/265323389/medium.jpeg,Perdrix gambra,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153612919,https://inaturalist-open-data.s3.amazonaws.com/photos/265333185/medium.jpeg,Rothuhn,Alectoris rufa,Красная куропатка,Aves,867
153615575,https://inaturalist-open-data.s3.amazonaws.com/photos/265340032/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153650160,https://static.inaturalist.org/photos/265404823/medium.jpg,Arabian Partridge,Alectoris melanocephala,Черноголовый кеклик,Aves,876
153662128,https://static.inaturalist.org/photos/265428782/medium.jpg,orebice rudá,Alectoris rufa,Красная куропатка,Aves,867
153664122,https://inaturalist-open-data.s3.amazonaws.com/photos/265432917/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153673977,https://static.inaturalist.org/photos/265450903/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153686388,https://inaturalist-open-data.s3.amazonaws.com/photos/265472048/medium.jpeg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
153694700,https://inaturalist-open-data.s3.amazonaws.com/photos/265490610/medium.jpeg,Νησιώτικη Πέρδικα,Alectoris chukar,Азиатский кеклик,Aves,846
153722535,https://inaturalist-open-data.s3.amazonaws.com/photos/265536663/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153730219,https://static.inaturalist.org/photos/265551341/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153746849,https://inaturalist-open-data.s3.amazonaws.com/photos/265580662/medium.jpg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
153769841,https://inaturalist-open-data.s3.amazonaws.com/photos/265626731/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153788483,https://inaturalist-open-data.s3.amazonaws.com/photos/265661841/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153795674,https://inaturalist-open-data.s3.amazonaws.com/photos/265675058/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
153800643,https://static.inaturalist.org/photos/265684123/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
153816554,https://inaturalist-open-data.s3.amazonaws.com/photos/265712459/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153839452,https://inaturalist-open-data.s3.amazonaws.com/photos/265753474/medium.jpeg,Alectoris,Alectoris,Кеклики,Aves,845
153839828,https://inaturalist-open-data.s3.amazonaws.com/photos/265751308/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153842050,https://static.inaturalist.org/photos/265757825/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153852384,https://static.inaturalist.org/photos/265778055/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153858654,https://inaturalist-open-data.s3.amazonaws.com/photos/265789337/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153883347,https://inaturalist-open-data.s3.amazonaws.com/photos/265836323/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
153909545,https://inaturalist-open-data.s3.amazonaws.com/photos/265887279/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153950672,https://inaturalist-open-data.s3.amazonaws.com/photos/265942144/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153950673,https://inaturalist-open-data.s3.amazonaws.com/photos/265942171/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153950682,https://inaturalist-open-data.s3.amazonaws.com/photos/265942576/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
153968926,https://inaturalist-open-data.s3.amazonaws.com/photos/265991122/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
153980702,https://inaturalist-open-data.s3.amazonaws.com/photos/266012428/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
153980899,https://static.inaturalist.org/photos/266011669/medium.jpeg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
153992618,https://inaturalist-open-data.s3.amazonaws.com/photos/266020918/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154007039,https://static.inaturalist.org/photos/266059249/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
154008198,https://inaturalist-open-data.s3.amazonaws.com/photos/266061249/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154036718,https://static.inaturalist.org/photos/268070397/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154061329,https://static.inaturalist.org/photos/266163102/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
154066298,https://static.inaturalist.org/photos/266173267/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154070509,https://static.inaturalist.org/photos/266180214/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154081136,https://inaturalist-open-data.s3.amazonaws.com/photos/266198256/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154095894,https://static.inaturalist.org/photos/266226010/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154099650,https://static.inaturalist.org/photos/266232498/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154100829,https://static.inaturalist.org/photos/266234671/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154141211,https://inaturalist-open-data.s3.amazonaws.com/photos/266303114/medium.jpeg,Reichenow's Barbary Partridge,Alectoris barbara koenigi,,Aves,625973
154182237,https://inaturalist-open-data.s3.amazonaws.com/photos/266373233/medium.jpeg,Rode Patrijs,Alectoris rufa,Красная куропатка,Aves,867
154209009,https://inaturalist-open-data.s3.amazonaws.com/photos/266430372/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154227256,https://inaturalist-open-data.s3.amazonaws.com/photos/266412865/medium.jpg,חוגלת סלעים,Alectoris chukar,Азиатский кеклик,Aves,846
154230555,https://inaturalist-open-data.s3.amazonaws.com/photos/266471376/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154235048,https://inaturalist-open-data.s3.amazonaws.com/photos/266479909/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154235613,https://inaturalist-open-data.s3.amazonaws.com/photos/266479719/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154245345,https://inaturalist-open-data.s3.amazonaws.com/photos/266499650/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154269489,https://inaturalist-open-data.s3.amazonaws.com/photos/266539114/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154269520,https://inaturalist-open-data.s3.amazonaws.com/photos/266540623/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154314317,https://inaturalist-open-data.s3.amazonaws.com/photos/266623905/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154335987,https://inaturalist-open-data.s3.amazonaws.com/photos/266662666/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154335996,https://inaturalist-open-data.s3.amazonaws.com/photos/266662836/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154340218,https://inaturalist-open-data.s3.amazonaws.com/photos/266671011/medium.jpeg,Rødhøne,Alectoris rufa,Красная куропатка,Aves,867
154373951,https://inaturalist-open-data.s3.amazonaws.com/photos/266711438/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154397589,https://inaturalist-open-data.s3.amazonaws.com/photos/266778395/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154409664,https://inaturalist-open-data.s3.amazonaws.com/photos/266801286/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154448011,https://static.inaturalist.org/photos/266868834/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154456100,https://inaturalist-open-data.s3.amazonaws.com/photos/266882793/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154459637,https://inaturalist-open-data.s3.amazonaws.com/photos/266889041/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154465524,https://inaturalist-open-data.s3.amazonaws.com/photos/266899596/medium.jpeg,perdiz roja ibérica (del sur),Alectoris rufa intercedens,,Aves,630043
154478071,https://static.inaturalist.org/photos/266921885/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154508254,https://inaturalist-open-data.s3.amazonaws.com/photos/266980242/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154524579,https://inaturalist-open-data.s3.amazonaws.com/photos/267012219/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154533165,https://inaturalist-open-data.s3.amazonaws.com/photos/267025980/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154540287,https://inaturalist-open-data.s3.amazonaws.com/photos/267040045/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154548259,https://inaturalist-open-data.s3.amazonaws.com/photos/267050217/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154548261,https://inaturalist-open-data.s3.amazonaws.com/photos/267050228/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154548310,https://inaturalist-open-data.s3.amazonaws.com/photos/267050630/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154555064,https://static.inaturalist.org/photos/267066134/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154565415,https://inaturalist-open-data.s3.amazonaws.com/photos/267083854/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154570217,https://inaturalist-open-data.s3.amazonaws.com/photos/267084598/medium.jpeg,Perdrix choukar,Alectoris chukar,Азиатский кеклик,Aves,846
154572814,https://static.inaturalist.org/photos/267096133/medium.jpg,Jarebica kamenjarka,Alectoris graeca,Европейский кеклик,Aves,863
154577181,https://inaturalist-open-data.s3.amazonaws.com/photos/267086797/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154578461,https://inaturalist-open-data.s3.amazonaws.com/photos/267105741/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154591770,https://inaturalist-open-data.s3.amazonaws.com/photos/267128834/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154602744,https://inaturalist-open-data.s3.amazonaws.com/photos/267149242/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154626336,https://inaturalist-open-data.s3.amazonaws.com/photos/267193480/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154628229,https://static.inaturalist.org/photos/267196964/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
154667809,https://inaturalist-open-data.s3.amazonaws.com/photos/267273389/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154688072,https://inaturalist-open-data.s3.amazonaws.com/photos/267311043/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
154721855,https://inaturalist-open-data.s3.amazonaws.com/photos/267369181/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154722512,https://inaturalist-open-data.s3.amazonaws.com/photos/267370225/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154729593,https://inaturalist-open-data.s3.amazonaws.com/photos/267383859/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154807996,https://inaturalist-open-data.s3.amazonaws.com/photos/267526807/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
154813098,https://inaturalist-open-data.s3.amazonaws.com/photos/267535829/medium.jpg,Jarebica kamenjarka,Alectoris graeca,Европейский кеклик,Aves,863
154818864,https://inaturalist-open-data.s3.amazonaws.com/photos/267546225/medium.jpeg,Perdiz-comum,Alectoris rufa,Красная куропатка,Aves,867
154851391,https://inaturalist-open-data.s3.amazonaws.com/photos/267586777/medium.jpg,Красная куропатка,Alectoris rufa,Красная куропатка,Aves,867
154861073,https://inaturalist-open-data.s3.amazonaws.com/photos/267621746/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154862096,https://inaturalist-open-data.s3.amazonaws.com/photos/267623267/medium.jpg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
154866022,https://inaturalist-open-data.s3.amazonaws.com/photos/267630518/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154868099,https://inaturalist-open-data.s3.amazonaws.com/photos/267634256/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154868812,https://inaturalist-open-data.s3.amazonaws.com/photos/267635872/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154910769,https://inaturalist-open-data.s3.amazonaws.com/photos/267715350/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154926120,https://static.inaturalist.org/photos/267744599/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
154937596,https://static.inaturalist.org/photos/267767702/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
154953341,https://static.inaturalist.org/photos/267794288/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154980372,https://inaturalist-open-data.s3.amazonaws.com/photos/267836988/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
154993063,https://inaturalist-open-data.s3.amazonaws.com/photos/267863719/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155002660,https://static.inaturalist.org/photos/267881003/medium.jpeg,Νησιώτικη Πέρδικα,Alectoris chukar,Азиатский кеклик,Aves,846
155016150,https://inaturalist-open-data.s3.amazonaws.com/photos/267902999/medium.jpg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
155064585,https://static.inaturalist.org/photos/267990188/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155121612,https://inaturalist-open-data.s3.amazonaws.com/photos/269072901/medium.jpg,Perdiu Roja,Alectoris rufa,Красная куропатка,Aves,867
155174235,https://inaturalist-open-data.s3.amazonaws.com/photos/268187274/medium.jpg,Alectoris chukar subpallida,Alectoris chukar subpallida,,Aves,630037
155194913,https://inaturalist-open-data.s3.amazonaws.com/photos/268233767/medium.jpeg,Perdiz roja,Alectoris rufa,Красная куропатка,Aves,867
155207857,https://inaturalist-open-data.s3.amazonaws.com/photos/268257470/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155208591,https://static.inaturalist.org/photos/268258792/medium.jpeg,Perdrix rouge,Alectoris rufa,Красная куропатка,Aves,867
155270885,https://static.inaturalist.org/photos/268375318/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155275082,https://inaturalist-open-data.s3.amazonaws.com/photos/268380617/medium.jpeg,石鸡,Alectoris chukar,Азиатский кеклик,Aves,846
155306130,https://inaturalist-open-data.s3.amazonaws.com/photos/268443552/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155327959,https://inaturalist-open-data.s3.amazonaws.com/photos/268477931/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155327985,https://inaturalist-open-data.s3.amazonaws.com/photos/268478435/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155328475,https://static.inaturalist.org/photos/268482037/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155329437,https://inaturalist-open-data.s3.amazonaws.com/photos/268486098/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155329763,https://inaturalist-open-data.s3.amazonaws.com/photos/268453626/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
155337310,https://static.inaturalist.org/photos/268498136/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155348679,https://static.inaturalist.org/photos/268522512/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155375765,https://inaturalist-open-data.s3.amazonaws.com/photos/268572528/medium.jpg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155455819,https://static.inaturalist.org/photos/268721944/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155472403,https://inaturalist-open-data.s3.amazonaws.com/photos/268750561/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155481360,https://inaturalist-open-data.s3.amazonaws.com/photos/268767177/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155487475,https://static.inaturalist.org/photos/268778621/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155488871,https://static.inaturalist.org/photos/268781430/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155498518,https://inaturalist-open-data.s3.amazonaws.com/photos/268790634/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155498589,https://inaturalist-open-data.s3.amazonaws.com/photos/268792572/medium.jpeg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
155499068,https://inaturalist-open-data.s3.amazonaws.com/photos/268776227/medium.jpeg,Barbary Partridge,Alectoris barbara,Берберийская каменная куропатка,Aves,871
155521005,https://static.inaturalist.org/photos/268840118/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155529287,https://inaturalist-open-data.s3.amazonaws.com/photos/268854750/medium.jpeg,Red-legged Partridge,Alectoris rufa,Красная куропатка,Aves,867
155534266,https://static.inaturalist.org/photos/268864286/medium.jpeg,Steinhuhn,Alectoris graeca,Европейский кеклик,Aves,863
155554874,https://inaturalist-open-data.s3.amazonaws.com/photos/268903967/medium.jpg,Chukar,Alectoris chukar,Азиатский кеклик,Aves,846
